client_id,BTS,etat_client
42100050,42X003,Active
41010125,41X041,Active
44220246,44x12,Active
31013297,31X164,Active
15590119,15X029,Active
27130059,27X074,Active
31080521,31X442,Active
7190003,07X094,Active
30100020,30X023,Active
5060169,05X034,Active
34011243,34X007,Active
16170256,16X1111,Active
14130092,14X014,Terminated
20010601,20X077,Active
8010747,08X091,Active
16040073,16X773,Active
13420243,13X035,Active
15450106,15X107,Active
14150058,14X015,Active
6011043,06X004,Active
7011365,07X092,Active
42070149,42X028,Active
31011572,31X162,Active
14011027,14X077,Active
44070018,44X017,Active
3210016,03X014,Active
16520523,16X024,Active
29010917,29X105,Active
16170650,16X1058,Active
10010707,10X073,Active
29320392,29X039,Active
19080242,19X033,Active
35230069,35X080,Active
28390126,28X010,Active
6330015,06X033,Active
14380006,14X052,Active
3160047,03X080,Active
35240163,35X024,Active
16450020,16X1057,Active
31250077,31X384,Terminated
6011440,06X073,Active
48270316,48X049,Active
15570023,15X153,Active
46010789,46X167,Active
25050305,25X091,Active
31150395,31X035,Active
35070176,35X059,Active
31140013,31X023,Active
48270434,48X137,Active
20140052,20X008,Active
9140127,09X019,Active
28070003,28X018,Active
2011314,02x01,Active
44260031,44X060,Active
9170079,09X017,Active
5220017,05X092,Active
19330420,19X103,Active
4220011,04X066,Active
31080705,31X465,Active
18010959,18X108,Active
30140097,30X061,Active
25060805,25X271,Active
16480077,16X042,Active
31180065,31X216,Active
16250411,16X726,Active
34060039,34X038,Active
43180032,43X012,Active
13060006,13X167,Active
13010623,13X018,Active
32120001,32X041,Active
9050103,09X018,Active
46180012,46X091,Active
25011754,25X061,Active
15590165,15X029,Active
26320110,26X070,Active
17010925,17X092,Active
26270132,26X107,Active
16010374,16X112,Terminated
22360043,22X157,Terminated
9011350,09X034,Active
46030080,46X098,Active
40030040,40X008,Active
12100059,12X036,Active
44210068,44X113,Active
34011014,34X096,Active
36230020,36X074,Active
17070302,17X067,Active
24210028,24X028,Active
4010561,04X107,Active
5060167,05X118,Active
29290037,29X070,Active
20060024,20X065,Active
31160096,31X278,Active
28200067,28X039,Active
34011248,43X011,Active
39270032,39X004,Active
29450387,29X159,Active
32010221,32X043,Active
16440129,16X389,Active
19090044,19X088,Active
31250248,31X433,Terminated
7010115,07X048,Active
16020308,16X788,Terminated
15050006,15X174,Active
43010385,43X039,Active
44270642,44X006,Active
19011021,19X038,Active
12040011,12X039,Terminated
16050694,16X100,Active
18010975,18X108,Active
19140003,19X052,Active
8010248,08X075,Active
13380509,13X024,Active
24010791,24X007,Active
14340014,14X074,Active
15011438,15M12,Active
7011575,07X048,Active
38100052,38X006,Active
25060381,25X254,Active
14240008,14X167,Active
27011149,27X171,Active
44010566,44X049,Active
5060254,05X049,Active
9140218,09X042,Active
34010665,34X099,Active
14010805,14X121,Active
34290046,34X043,Active
15040037,15X224,Active
17010350,17X077,Active
31100068,31X516,Active
22010243,22X124,Terminated
16210518,16X428,Active
20010996,20X001,Initiated for Approval
21010883,21X078,Active
32050087,32X058,Active
27160101,27X068,Terminated
21260076,21X116,Active
20120019,20X078,Active
23011892,23X029,Active
36050078,36X053,Active
22011549,22X219,Active
2330093,02X079,Terminated
27240052,27X017,Active
35070191,35X126,Active
32010077,32X001,Active
36030049,36X014,Active
5011394,05X128,Active
16240577,16X804,Active
14380259,14X040,Active
35070161,35X011,Active
2330123,02X114,Active
44220369,44X010,Active
12100120,12X007,Active
30010723,30X047,Active
16410060,16X076,Active
2340048,02X022,Active
28020001,28X012,Active
42110274,42X111,Active
44210110,44X046,Active
15010238,15X170,Active
23011590,23X157,Active
16020232,16X793,Active
16040410,16X412,Active
6010939,06X229,Active
16060167,16X720,Active
35010447,35X098,Active
40010661,40X003,Active
9060097,09X074,Active
31012574,31X425,Active
31040309,31X120,Active
12010245,12X094,Active
21010767,21X055,Active
2011320,02X126,Active
29460057,29X088,Active
13011099,13X106,Active
34010335,28X085,Active
19330634,19X027,Active
19011617,19X008,Active
34190065,34X002,Active
12010257,12X002,Active
24120074,24X057,Active
11010559,11X007,Active
20010756,20M01,Active
22090048,22X017,Active
9040209,09X064,Active
18080022,18X022,Active
39070214,39X012,Active
26010503,26X067,Active
18260197,18X054,Active
43010332,43X002,Active
17010902,17X005,Active
40010542,40X020,Active
24150104,24X015,Active
46170077,46X004,Active
4100025,04X109,Active
19011797,19X285,Active
16240554,16X839,Active
29010796,29X156,Active
26010313,26X124,Terminated
18260335,18X033,Active
31013365,31X408,Active
7130034,07X013,Active
23011745,23X005,Active
29320054,29X018,Active
29440234,29X015,Active
14380257,14X040,Active
10010779,10X007,Terminated
31012921,31X464,Active
16220042,09X069,Terminated
10320301,10X032,Active
6220103,06X186,Active
6510026,06X073,Active
28010601,28X001,Active
21200012,21X050,Active
14050006,14X043,Active
23011157,23X103,Active
15330162,15X097,Terminated
13470013,13X023,Active
2011203,02X182,Active
14050031,14X142,Active
5370056,05X217,Active
6010914,06X122,Active
16530148,16X602,Active
16530115,16X098,Active
16420231,16X029,Active
10430195,10X062,Active
10320104,10X018,Active
9190319,09X097,Active
41010409,41X017,Active
35130082,35X123,Active
22010512,22X124,Active
16290314,16X568,Active
13500032,13X069,Active
22340110,22X155,Active
16110143,16X1197,Terminated
48270410,31X076,Active
35180014,35X079,Active
3010632,03X017,Active
44160060,44X125,Active
3020180,03X066,Active
27240022,27X017,Active
8010563,08X027,Active
30140130,30X009,Terminated
19270043,19X043,Active
18130157,18X017,Active
9011058,09X010,Active
35060045,35X133,Active
16160143,16X918,Active
4210100,04X056,Active
13380296,13X096,Active
34270006,34X031,Active
16440071,16X107,Active
14140003,14X076,Active
20110100,20X057,Active
5480140,05X217,Active
21060353,21X164,Active
5480133,05X217,Active
15200188,15X066,Terminated
24320027,24X017,Active
47010601,47X004,Active
39090008,39X005,Active
38190012,38X027,Active
14180102,14X038,Active
17010199,17X154,Active
16490651,16X103,Active
12010835,12X046,Active
48270417,48X086,Active
16250348,16X548,Active
46010518,46X007,Active
18260372,18X011,Active
6011256,06X105,Active
44220303,44X010,Active
7260093,07X029,Terminated
29450498,29X064,Active
3010727,03X028,Active
14260013,14X063,Active
30020037,30X095,Active
14011232,14X138,Active
31250220,31X321,Active
6480010,06X039,Active
34040004,34X030,Active
6370063,06X019,Active
7080025,07X062,Active
19010774,19X149,Active
34010634,34X084,Active
9230343,09X032,Active
23030058,23X158,Active
6011273,06X049,Active
10050123,10X069,Active
16140197,16X859,Active
6510067,06X071,Active
20160041,20X009,Active
16200047,16X017,Active
12200010,12X067,Active
18010275,18X099,Active
15510002,35X017,Active
2010960,02X119,Active
34130048,34X068,Active
44160007,44X103,Active
12100138,12X086,Active
17011076,17X003,Active
13340109,13X041,Active
16240400,16X024,Terminated
4210039,04X011,Active
21010764,21X079,Active
14010683,14X077,Active
27010974,27X043,Active
29440042,29X015,Active
26250065,26X035,Active
48060052,48X033,Active
33010115,25X168,Terminated
10320210,10X010,Active
22400024,22X068,Active
23011111,23X148,Active
4050094,04X029,Active
29010644,29X071,Active
15011293,15X027,Terminated
15620005,15X042,Active
26180009,26X088,Active
9230505,09X131,Active
20010767,20X094,Terminated
29220198,29X065,Active
34140061,34X055,Active
43140177,43X045,Active
16040050,16X440,Active
31050344,31X053,Active
20010574,20X077,Active
26650011,26X027,Active
13010834,13X129,Active
14011048,14X121,Terminated
44330061,44X035,Active
27110105,27X066,Active
36170138,36X058,Active
46010377,46X053,Active
13380701,13X030,Active
31010420,31X421,Active
6290007,06X259,Active
15330159,15X097,Active
35130158,35X108,Active
16400456,16X491,Active
26230023,26X168,Active
29440221,29X147,Active
20140031,20X008,Terminated
5011368,05X210,Active
14380270,14X040,Terminated
1010698,01X049,Active
16260324,16X534,Active
6011164,06X007,Active
22100172,22X166,Active
10300019,10X049,Active
8011177,08D00,Active
19330685,19X025,Active
25011779,25X144,Active
7011461,07X037,Active
22011754,22X108,Active
4010467,04X098,Active
5130005,05X022,Active
40010660,40X001,Active
25060951,25X157,Active
9140049,09X097,Terminated
10010511,10X173,Active
4280083,04X124,Active
42070309,42X038,Active
46140020,46X092,Active
17010147,17X134,Active
7230010,07X081,Active
15400049,15X106,Active
20160066,20X009,Active
34011055,34X106,Active
15460106,15X024,Active
16070065,16X564,Active
18260367,18X053,Active
45010126,45D00,Active
16290185,16X108,Active
10050065,10X014,Active
40010451,40X067,Active
3010736,03D00,Active
15320287,15X136,Active
46070208,46X118,Active
16020294,16X869,Terminated
15210066,15X135,Active
20010948,20X001,Active
46010583,46X099,Active
44270499,44X188,Active
16120309,16X519,Active
9090144,09X022,Active
38100120,38X006,Active
7160053,07X017,Active
2250055,02X008,Active
24120196,24X072,Active
15010385,15X095,Active
22350067,22X151,Active
4070491,04X030,Active
4280068,04X124,Active
16190436,16X067,Active
2011187,02X182,Active
6220069,06X145,Active
24220164,24X009,Active
14011437,14X077,Active
19330485,19X161,Active
30120210,30X086,Active
19330722,19X162,Active
16210231,16X504,Active
44290266,44X115,Active
48330069,48X060,Active
40100059,40X001,Active
4070405,04X012,Active
16050767,16X1209,Active
22340253,22X155,Active
29320185,29X060,Active
31080796,31X443,Active
33010071,39X074,Active
16520094,16X021,Active
16240410,16X886,Active
22420027,22X104,Active
23011441,23X070,Active
4070133,04X095,Active
18010872,18X023,Active
31080106,31X294,Active
48250065,48X113,Active
7050019,07X023,Active
30010866,30X047,Active
16070063,16X798,Active
19390102,19X243,Active
26240017,26X056,Active
34010807,34X008,Active
26080099,26X152,Active
5120018,05X168,Active
2011198,02X126,Terminated
10110019,10X034,Active
22011892,22X096,Active
10320243,10X099,Active
12010399,12X042,Terminated
3010845,03X110,Active
7010087,07X020,Active
13010721,13X287,Active
5060193,05X070,Active
15011204,15X046,Active
36100037,36X005,Active
3230001,03X065,Active
28130072,28X132,Active
44270537,44X008,Active
11100043,11X015,Active
12240122,12X095,Active
46130119,46X003,Active
7330095,07X008,Active
40050002,40X012,Active
23060463,23X029,Active
13380915,13X029,Active
9050157,09X018,Active
29180003,29X085,Active
19470012,19X140,Active
5350238,05X047,Active
12240040,12X095,Active
17280004,17X121,Active
10010656,10X007,Active
5160014,05X092,Active
15011734,15X089,Active
38200015,38X038,Active
3010590,03X010,Active
45090529,45X056,Active
16500442,17X017,Active
20060053,20X013,Active
44110007,44X057,Active
5011602,05X005,Active
9030112,09X223,Active
35090036,16X597,Active
16520510,35X003,Active
2180016,02X059,Active
6350047,06X118,Active
29450087,29X159,Terminated
10220040,10X088,Active
2020086,02x00,Active
12010657,12X042,Active
6330035,06X033,Active
44160035,44X019,Active
5011957,05X005,Active
19330725,19X027,Active
16070220,16X782,Active
7011614,07X110,Active
48010596,48X124,Active
15011738,15X095,Active
7340088,07X131,Active
16530130,16X098,Active
10430033,10X026,Active
41010647,41X041,Active
15250008,15X155,Active
35040074,35X046,Active
35240153,35X079,Active
4040099,04X005,Active
4040159,04X108,Active
15470087,15X177,Active
27050091,27X123,Active
28010692,28X079,Active
9170216,09X115,Active
39120002,39X067,Active
7010755,07X032,Active
16410153,16X1078,Active
19011154,19X023,Active
35290075,35X008,Active
25011052,25X144,Active
13390205,13X298,Active
31080744,31X040,Active
32050040,32X002,Active
46070325,46X044,Active
42140156,42X002,Active
48250109,48X113,Active
20010081,20X909,Terminated
20010677,20X032,Terminated
2011246,02X181,Active
15100006,06X012,Active
13540128,13X175,Active
48270397,48X021,Active
15570008,15X061,Terminated
16070206,16X823,Active
24010110,24X002,Active
16170424,16X618,Active
25061180,25X252,Active
36110113,36X031,Active
27110106,27X017,Active
14130218,14X014,Active
2030244,02X082,Active
16500368,16X617,Active
28310023,28X022,Active
8010885,08x10,Active
44170112,44X078,Active
27010394,27X008,Active
9050102,09X054,Active
16210285,16X433,Active
18190014,18X028,Active
23011860,23X051,Active
47030128,47X017,Active
34010511,34X106,Active
7011296,07X002,Active
41010555,41X023,Active
47070056,47X027,Active
28010487,28X164,Active
22520014,22X063,Active
19330714,19X159,Active
28080013,28X023,Active
17070200,17X068,Active
47050005,47X008,Active
13470209,13X249,Active
35260004,35X072,Active
36030040,36X014,Active
19500015,19X006,Terminated
44140032,44X044,Active
26010825,26X086,Active
46150163,46X016,Active
9011345,09X042,Active
16290341,16X566,Active
13160042,13X064,Active
22100182,22X150,Active
20010311,20X034,Active
2330053,02X114,Active
16130488,16X814,Active
48010409,48X032,Active
21010926,21X063,Active
34290036,34X107,Active
27110072,27X028,Active
16040456,16X080,Active
16260200,16X814,Active
19050024,19X014,Active
21180060,21X014,Active
21010903,21X064,Active
35300036,35X051,Active
16480107,16X169,Active
9150011,09X053,Active
36140002,36X028,Active
2080160,02X010,Active
39270045,39X004,Active
5011963,05X005,Active
27010635,27X055,Active
20020130,20X021,Active
21100025,21X029,Active
4280064,04X123,Active
31011759,31X008,Active
25060870,25X040,Active
28011164,28X001,Active
22012186,22X004,Active
14010691,14X051,Active
16400433,16X100,Active
19280001,19X054,Active
15011805,15X073,Active
15190047,15X062,Active
35140065,35X182,Active
8011088,08X004,Active
14340025,14X074,Active
22350048,22X146,Active
5060339,05X070,Active
17240393,17X038,Active
9110103,09X145,Active
15570061,15X061,Active
24040009,24X089,Active
31040012,31X209,Active
2290049,02X023,Active
22010822,22X001,Active
14011290,14X004,Active
6490050,06X204,Active
32010159,32X007,Active
43080043,43X115,Active
13390271,13X079,Active
28130154,28X004,Active
16050611,16X369,Terminated
6080023,06X018,Active
25020112,25X158,Active
23011248,21X037,Active
25070316,25X125,Active
16490652,16X507,Active
19060026,19X198,Active
30010975,30X007,Active
21100036,21X029,Active
28390085,28X059,Active
2080250,02X010,Active
10010761,10X006,Active
21180053,21X097,Active
25012687,25X038,Active
38140001,38X034,Active
25012304,25X098,Active
35140059,35X021,Active
16240155,16X500,Active
13380170,13X294,Terminated
15330285,15X013,Active
18060039,18X117,Active
47110011,47X023,Active
4040214,04X042,Active
31012722,31X021,Active
2140051,02X026,Active
39010664,39X107,Active
26500019,26X151,Active
30011038,30X007,Active
6010755,06X177,Active
21170005,21X024,Active
16190145,16X752,Active
16060162,16X378,Active
7011236,07X020,Active
19540027,19X165,Active
43010430,43X039,Active
31020041,31X212,Active
4010289,04X040,Active
16040356,16X245,Active
25061274,25X047,Active
35070147,35X047,Active
22011700,22X124,Active
31013285,31X224,Active
25061255,25X108,Active
7011621,07X033,Active
6050439,06X267,Active
46110161,46X005,Active
47010437,47X025,Active
43140172,43X085,Terminated
13220166,13X121,Active
2030168,02X122,Active
22340144,22X062,Active
14160054,14X161,Terminated
42260045,42X013,Active
44200229,44X076,Active
29011061,29X094,Active
15500143,15X162,Active
3090019,03X046,Active
23060481,23X154,Active
22280002,22X160,Active
24010941,24X097,Active
10430077,10X012,Terminated
14380255,14X111,Active
24120014,24X072,Active
6011444,06X253,Active
29440326,29X059,Active
22480058,22X089,Active
27011260,27X151,Active
29011233,29X107,Active
17240317,17X120,Active
22260005,31X064,Active
35210019,35X058,Active
25060544,25X254,Active
25020026,25X220,Active
17040049,17X009,Active
28130336,28X038,Active
2011101,02X055,Terminated
25120053,25X170,Active
48270133,48X087,Active
46110173,46X022,Active
40010358,40X015,Active
35320176,35X134,Active
5030248,05X123,Active
21330005,21X007,Active
22010192,22X090,Active
46130107,46X003,Active
35010271,26X085,Terminated
16290258,16X106,Active
21060307,21X080,Active
19330443,19X229,Terminated
21060170,21X080,Active
9230137,09X112,Active
10030031,10X025,Active
31150272,31X159,Active
7010436,07X035,Active
16400389,16X812,Active
35120100,35X016,Active
47110192,47X026,Active
7011629,07X099,Active
5040063,05X173,Active
18130031,18X063,Terminated
11010498,24X092,Active
2011119,02X064,Terminated
6280004,06X147,Active
10080007,10X174,Active
36170269,36X004,Active
11090007,01X046,Active
25010902,25X028,Active
41010498,41X042,Active
15580051,15X012,Terminated
3010783,03X028,Active
16510264,16X407,Active
2340015,02X022,Active
27120050,27X021,Active
25060854,25X192,Active
9230393,09X098,Active
6011050,06X078,Active
16100159,16X892,Active
32010112,14X194,Active
44010604,44X067,Active
33010056,30X052,Active
41010408,41X042,Active
19040057,19X037,Active
26010877,26X011,Active
44270477,44X154,Active
25070182,25X090,Active
2030201,02X236,Active
5011952,05X060,Active
21320005,21X031,Active
13380487,13X024,Active
24150002,24X021,Active
30200250,30X052,Active
26011049,26X110,Active
16400419,16X557,Active
35180172,35X101,Active
31160111,31X070,Active
29450294,29X126,Active
27011211,27X129,Active
18090066,18X017,Active
25012406,25X193,Terminated
43010447,43X002,Active
6011326,06X093,Active
4070407,04X006,Active
48220034,48X118,Active
19011465,19X147,Active
27080132,27X112,Terminated
14011304,14X168,Active
39010627,39X027,Active
2340066,02X022,Active
22100102,22X150,Active
9050133,09X230,Active
16190043,16X797,Active
16420338,16X715,Active
31013476,31X436,Active
15490027,15X182,Active
19011074,19X097,Active
13470021,13X023,Active
14380121,14X135,Active
20010626,20X080,Terminated
15450166,15X047,Active
23011961,23X050,Active
9070552,09X041,Active
26010063,26X007,Terminated
36050192,36X025,Active
17350009,17X111,Active
18010727,18X008,Active
43150052,43X033,Terminated
5011732,05X035,Active
25030115,25X106,Active
13380882,13X025,Active
17240209,17X120,Active
15011746,15X048,Active
15270055,15X015,Active
18090099,18X017,Active
25020145,25X158,Active
4210077,04X011,Active
9110136,09X043,Active
19011618,19X222,Active
16200157,16X762,Active
35170023,35X009,Active
4040210,04X084,Active
16440104,16X107,Active
25060561,25X192,Active
39010661,39X031,Active
2140075,02X026,Active
31070094,31X495,Active
3010816,03X039,Active
9011074,09X093,Active
17070120,17X037,Active
41010820,41X019,Active
16010532,16X111,Active
40010168,40X001,Active
18010824,18X099,Active
40100092,40X006,Terminated
22011211,22X017,Active
11010473,11X017,Active
10410028,10X034,Active
19011299,19X097,Active
15400032,15X030,Active
26270090,26X022,Active
16050215,16X1209,Active
3010619,03X072,Active
26650029,26X057,Active
19220012,19X137,Active
5010430,05X136,Active
2020058,02X092,Active
27160137,27X132,Active
9200141,09X122,Active
5380064,05X003,Active
9050196,09X089,Active
27130010,27X074,Active
16520566,16X025,Active
38050155,38X064,Active
22500019,22X203,Active
44270410,44X008,Active
21360057,21X148,Active
4210165,04X056,Active
44200247,44X016,Active
36020090,36X055,Active
5350142,05X068,Active
5010503,05X009,Active
48010943,48X022,Active
48270443,48X008,Active
21150110,21X057,Active
35240215,26X061,Active
7011766,07X049,Active
26090241,26X135,Active
43150160,43X040,Active
13380739,13X176,Active
13470201,13X131,Active
26010215,26X128,Active
5030297,05X231,Active
16070171,16X536,Active
48100200,48X069,Active
24200065,24X100,Active
10010113,10X007,Active
36080084,36X077,Active
31012840,31X511,Active
16120226,16X969,Active
7011642,07X035,Active
7011783,07X100,Active
28010247,28X040,Active
14010939,14X094,Active
34320012,34X040,Active
44270386,44X154,Active
2110075,02X075,Active
17240302,17X120,Active
16520207,16X028,Active
42110246,42X010,Active
16200037,16X081,Active
22100181,22X150,Active
34010575,34X035,Active
7011441,07X031,Active
16040416,16X436,Active
5030200,05X157,Active
24100012,24X018,Active
30210052,06X221,Active
7180036,07X004,Active
9200161,09X084,Active
10010862,10X119,Active
8010895,08X034,Active
4040425,04X051,Active
28270033,28X004,Active
19011545,19X023,Active
39210114,39X043,Active
48100201,48X009,Active
5480070,05X181,Active
17011155,17X154,Active
16220124,16X817,Active
42090050,42X017,Active
16560136,16X589,Active
16400407,16X858,Active
25070350,25X174,Active
48100198,48X009,Active
20100055,20X007,Active
32100059,32X048,Terminated
22310003,22X041,Active
44270583,44X035,Active
25061483,25X336,Active
43030025,19X017,Active
27130040,27X074,Active
3010917,03X003,Active
47010634,47X025,Active
3010603,03X044,Active
23060519,23X115,Active
7011401,07X035,Active
3020077,03X078,Active
13500077,13X045,Terminated
23020023,23X091,Active
27011359,27X113,Active
46010447,46X007,Active
26110012,26X008,Active
24010805,24X085,Active
16460157,16X1071,Active
29011004,29X063,Active
8010351,08X075,Active
6340095,06X032,Active
46040018,46X034,Active
13240012,13X185,Active
29220088,29X065,Active
13380827,13X029,Active
4050120,04X033,Active
48210062,48X079,Active
8010204,08X025,Active
18120142,18X094,Active
10310012,10X068,Active
16250324,16X856,Active
43270128,43X044,Active
17070223,17X112,Active
45090347,45X056,Active
43180063,43X012,Active
16130430,16X813,Active
18160143,18X022,Active
34280150,34X013,Active
23011712,23X118,Active
1010341,01X001,Active
7110014,07X083,Active
38010469,38X028,Active
15560025,15X086,Active
20140007,20X008,Active
13090003,13X212,Active
46050055,46X117,Active
42190190,42X018,Terminated
16160404,16X178,Active
14210027,14X025,Active
36150136,36X081,Active
23110164,23X025,Active
2310015,02X194,Active
31012746,31X021,Active
29440181,29X092,Active
24011219,24X085,Active
30010539,30X115,Active
5012097,05X124,Active
16290053,16X106,Active
16240330,16X424,Active
18110045,18X054,Active
3110011,03X020,Active
44270452,44X035,Active
16420099,16X911,Terminated
15590173,15X029,Active
13340245,13X196,Active
38020016,38X026,Active
13480093,13X028,Active
31012737,31X085,Terminated
25050152,25X068,Active
16350147,16X961,Active
29010248,29X149,Terminated
2230022,02X035,Active
36110149,36X031,Active
48270412,48X137,Active
13480149,13X162,Active
35190077,35X084,Active
22012362,22X096,Active
3010706,03X110,Active
31012899,31X381,Active
10011124,10X031,Active
23011570,23X106,Active
16060118,16X801,Active
35080334,35X116,Active
16040019,16X408,Active
40060071,40X007,Active
29470061,29X058,Active
5040027,05X173,Active
13380862,13X024,Active
14380354,14X111,Active
16260329,16X199,Active
41010836,43X059,Terminated
10050125,10X069,Active
45030229,45X026,Active
21010390,21X070,Active
23010290,23X083,Active
27260040,27X026,Active
44270193,44X093,Active
2080189,02X066,Active
40010721,40X067,Active
17010886,17X064,Active
40060059,40X007,Active
48010946,48X110,Active
44010038,44X095,Terminated
18010510,18X006,Active
16520508,16X243,Active
13540139,13X060,Active
30200110,30X108,Active
28060059,28X021,Active
31060075,31X294,Active
30140145,30X006,Active
35010388,35X030,Active
16100142,16X519,Active
3010687,03X017,Active
14010151,14X090,Terminated
44270257,44X118,Active
23011191,23X093,Terminated
30200036,30X086,Active
25011023,25X025,Active
5030204,05X157,Active
36020062,36X055,Active
16210178,16X802,Terminated
5011110,05X007,Active
28010359,28X079,Active
16550374,16X162,Active
13450104,13X054,Active
22012211,22X017,Active
24010061,24X027,Active
7080003,07X120,Active
39050127,39X084,Active
21010689,21X017,Active
4110002,04X038,Active
23050003,23X219,Active
42030012,42X153,Active
25060332,25X083,Active
42040008,42X148,Active
28220002,28X098,Active
48380143,48X104,Active
15480103,15X147,Active
4050037,04X119,Active
8050055,08X009,Active
43150131,43X040,Active
12070019,12X025,Active
34140039,34X015,Active
28390218,28X054,Active
27110015,27X028,Active
16490530,16X507,Terminated
8010743,08X073,Active
23010432,23X156,Active
5400056,05X113,Active
28130363,28X055,Active
32010054,32X062,Active
2080164,02X178,Active
26010861,26X112,Active
2030252,02X082,Active
31080616,31X113,Active
24011348,24X028,Active
30010628,30X007,Active
6090066,06X221,Active
16100162,16X838,Active
27160078,27X132,Active
16230048,16X1115,Active
25070357,25X030,Active
39050155,39X017,Active
41010490,41X002,Active
42190291,42X067,Active
38010284,15X014,Active
22340225,22X018,Active
16220212,16X105,Active
6050202,06X067,Active
32010356,32X007,Terminated
46110030,46X168,Active
46050036,46X001,Active
12200034,12X081,Active
15450184,15X107,Active
16420332,16X1113,Active
19130057,19X045,Active
21190077,21X117,Active
10010681,10X093,Terminated
48010866,48X114,Active
18160020,18X014,Active
22011808,22X069,Active
26590111,26X039,Active
28010459,28X131,Active
2040033,02X203,Terminated
46130173,46X003,Active
8020047,08X022,Active
15490048,15X083,Active
48060019,48X088,Active
47070123,47X038,Active
16550187,16X162,Active
27070070,27X058,Active
47010164,47X025,Active
40010637,40X001,Active
29150083,29X033,Active
46010593,46X118,Active
17130027,17X019,Active
43010383,43X081,Terminated
16570116,16X076,Active
18160175,18X088,Active
44220224,44X033,Active
13470060,13X023,Terminated
4040539,04X023,Active
9100038,09X027,Active
6330042,06X072,Active
9140225,09X042,Active
4040215,04X160,Active
19011012,19X006,Active
12100180,12X042,Active
10430110,10X113,Active
18230028,18X123,Active
16400204,16X583,Active
47110196,47X009,Active
18280044,18X020,Active
21350049,21X030,Active
16130330,16X427,Active
48010268,48X065,Active
5010876,05X171,Active
29360064,29X144,Active
26320263,26X134,Active
16180040,09X068,Terminated
4060012,04X009,Active
32010390,32X062,Active
24011127,24X007,Active
17011091,17X123,Active
26090368,26X118,Active
16020194,16X793,Active
36120017,36X026,Active
29010940,29X149,Terminated
31013470,31X037,Active
34010547,34X007,Active
46010508,46X009,Terminated
14011230,14X090,Active
1010332,01X001,Active
6060002,06X161,Active
28020061,28X012,Active
7011589,07X050,Active
39050107,39X044,Active
19410018,19X235,Active
43140099,43X094,Active
10010765,10X001,Active
26360009,26X084,Active
42170083,42X065,Active
48170005,48X145,Active
25060617,25X118,Active
6350109,06X118,Active
21330008,21X007,Active
16280109,16X220,Active
42240023,42X022,Active
24120230,24X057,Active
16490553,16X953,Active
31010185,31X425,Active
24030010,24X033,Active
42010071,42X032,Active
16500344,16X102,Active
42010040,42X006,Active
16340083,16X788,Active
46110117,46X005,Active
16170559,16X483,Active
12100227,12X007,Active
27011408,27X043,Active
31012993,31X240,Terminated
21140016,21X047,Active
42140151,42X080,Active
40060024,40X007,Active
5370107,05X115,Terminated
28070001,28X018,Active
19250025,43X107,Terminated
17010685,17X092,Active
44270022,44X035,Active
26220021,26X026,Active
9170172,09X060,Active
40100063,40X006,Active
31180096,31X485,Active
19070014,19X057,Active
36010031,36X091,Active
16420106,16X428,Active
15320145,15X136,Active
24120038,24X072,Active
17011048,17X136,Active
27011281,27X021,Active
48270017,48X008,Active
16400363,16X556,Active
36080011,36X015,Active
1010563,01X049,Active
3010882,03X017,Active
34010438,34X002,Active
12010588,12X094,Active
6010778,06X206,Active
16520617,16X717,Active
43310018,43X032,Active
24010592,23X026,Terminated
44270322,44X006,Active
35070027,35X126,Active
19130028,19X045,Active
42210046,16X1345,Active
44140028,44X022,Active
41220079,41X011,Active
22370031,22X061,Active
26660024,26X002,Active
48370117,48X064,Active
44280013,44X054,Active
31013311,31X040,Active
41200198,41X027,Terminated
31100077,31X516,Active
28270003,28X024,Active
5350177,05X114,Active
1040007,01X045,Terminated
41010698,41X056,Active
31210010,31X031,Active
32100060,32X003,Active
13390233,13X291,Active
33010077,39X003,Active
31040080,31X209,Active
36010128,36X071,Active
7011741,07X020,Terminated
13380878,13X296,Active
9110004,09X230,Active
24070104,24X090,Active
20060041,20X013,Active
22012366,22X122,Active
4040344,04X060,Active
9011134,09X061,Active
31010700,31X145,Active
8010458,08X025,Terminated
4060108,04X106,Active
14340001,14X074,Active
12010431,12X030,Terminated
10010850,10X049,Active
18011056,18X009,Active
16400559,16X858,Active
4040084,04X051,Active
22011663,22X057,Active
6460036,06X021,Active
30210036,30X031,Active
13340225,13X207,Active
35240022,35X084,Active
13470086,13X108,Active
26020035,26X121,Active
19011598,19X080,Active
11010716,11X002,Active
18160109,18X014,Active
25061476,25X233,Active
17010680,17X061,Active
15560027,15X086,Active
4040185,04X097,Active
19011243,19X022,Terminated
9250184,09X137,Active
12230012,12X062,Active
38010200,14X015,Terminated
22011416,22X097,Active
16090698,16X513,Active
30010957,30X047,Terminated
25011833,25X024,Active
5510008,05X165,Terminated
31011275,31X298,Active
7260166,07X007,Active
17070286,17X067,Active
21010775,21X078,Active
28130452,28X038,Active
11010416,11X017,Active
39230030,39X017,Active
18160137,18X108,Active
48010273,48X066,Active
46150203,46X043,Active
27240032,27X063,Active
29450307,29X159,Active
15011430,15X074,Active
9070285,09X041,Active
16090520,16X513,Terminated
26010812,26X010,Terminated
34190069,34X039,Active
8011107,08X005,Active
44010352,44X016,Active
15340027,15X031,Active
36150215,36X010,Active
9011405,09X215,Active
